ID,Latitude,Longitude,Primary Type
10939787,41.895500768000005,-87.71195856700001,NARCOTICS
10939788,41.997713359,-87.69079776299999,ASSAULT
10939790,41.86864875,-87.74326069899999,PROSTITUTION
10939791,41.869788006,-87.736960932,PROSTITUTION
10939792,41.871407536999996,-87.740753326,PROSTITUTION
10939798,41.813020335,-87.669944165,OTHER OFFENSE
10939799,41.780313815,-87.66424283,CRIMINAL TRESPASS
10939810,41.773581213,-87.648266694,WEAPONS VIOLATION
10939811,41.811676982,-87.671128175,BATTERY
10939812,41.876072635,-87.68778399,NARCOTICS
10939817,41.883954161999995,-87.68196116,NARCOTICS
10939820,41.685355996,-87.619695825,OTHER OFFENSE
10939825,41.777975809000004,-87.600400971,PUBLIC PEACE VIOLATION
10939826,41.939338616,-87.65408526799999,BATTERY
10939836,41.89164013,-87.63020013100001,THEFT
10939837,41.879747768,-87.72664894799999,NARCOTICS
10939846,41.845766704,-87.701400298,CRIMINAL DAMAGE
10939851,41.874850606,-87.735272577,CRIMINAL TRESPASS
10939861,41.752998301999995,-87.674428979,BATTERY
10939862,41.689014784,-87.66450874799999,WEAPONS VIOLATION
10939863,41.865300341,-87.72270679799999,BATTERY
10939864,41.895361374000004,-87.726431415,ASSAULT
10939881,41.965359034,-87.76740207700001,CRIMINAL DAMAGE
10939889,41.812469009000004,-87.61391041899999,LIQUOR LAW VIOLATION
10939891,41.806159277,-87.71616038200001,CRIMINAL DAMAGE
10939892,41.764286199000004,-87.580708265,BATTERY
10939894,41.898141396999996,-87.721281079,NARCOTICS
10939898,41.866287783000004,-87.71594220200001,BATTERY
10939901,41.734888616,-87.71952507799999,INTERFERENCE WITH PUBLIC OFFICER
10939904,41.751767410999996,-87.563417608,ASSAULT
10939913,41.88171846,-87.62776042600001,THEFT
10939915,41.871489164,-87.627516791,CRIMINAL TRESPASS
10939916,41.756174086,-87.63820812899999,OTHER OFFENSE
10939917,41.914331869,-87.71912773,OTHER OFFENSE
10939919,41.913541176,-87.79859320899999,CRIMINAL TRESPASS
10939921,41.844871024,-87.724578319,NARCOTICS
10939937,41.914331869,-87.71912773,NARCOTICS
10939939,41.779059693,-87.615596501,CRIMINAL TRESPASS
10939942,41.750366564000004,-87.66305138799999,ASSAULT
10939948,41.981040603000004,-87.840240029,WEAPONS VIOLATION
10939953,41.750547026,-87.597894925,BATTERY
10939967,41.873699424,-87.704705156,CRIMINAL TRESPASS
10939991,41.902816416,-87.70832812100001,BATTERY
10940012,41.803967555,-87.743506114,PROSTITUTION
10940036,41.783321468000004,-87.599507785,MOTOR VEHICLE THEFT
10940054,41.790576624,-87.71707261,BATTERY
10940091,41.725175257,-87.607287516,BATTERY
10940104,41.808866044,-87.745636321,ASSAULT
10940146,41.756604794,-87.576095781,OTHER OFFENSE
10940152,41.750880891,-87.600324481,ASSAULT
10940159,41.880425216,-87.75095928399999,ASSAULT
10940182,41.880964145,-87.706840914,CRIMINAL TRESPASS
10940196,41.956546834,-87.69954602600001,BURGLARY
10940209,41.84880452,-87.71857678399999,OTHER OFFENSE
10940232,41.971022998,-87.724478132,BATTERY
10940234,41.903664629,-87.64640032,INTERFERENCE WITH PUBLIC OFFICER
10940273,41.894391296,-87.71384250700001,ASSAULT
10940278,41.894898651,-87.75973838,CRIMINAL DAMAGE
10940286,41.756859457,-87.555473236,NARCOTICS
10940290,41.880689331,-87.728784565,OTHER OFFENSE
10940298,41.698355031,-87.53528122700001,OFFENSE INVOLVING CHILDREN
10940306,41.729544161999996,-87.551245472,CRIMINAL TRESPASS
10940308,41.860052214,-87.70670735,NARCOTICS
10940321,41.95249227,-87.712861121,NARCOTICS
10940325,41.865615666,-87.706862288,BATTERY
10940359,41.884650262,-87.627915459,THEFT
10940367,41.809343275,-87.619187026,ASSAULT
10940374,41.778414155,-87.70797568799999,NARCOTICS
10940376,41.85179277,-87.703337725,THEFT
10940380,41.894652045,-87.713851006,NARCOTICS
10940382,41.884856209,-87.763346345,BATTERY
10940389,41.754268004000004,-87.7193478,OTHER OFFENSE
10940410,41.874223643,-87.736082537,NARCOTICS
10940432,41.898761574,-87.742230561,CRIMINAL TRESPASS
10940438,41.880362084,-87.75584743799999,NARCOTICS
10940440,41.848474761999995,-87.724676285,ASSAULT
10940453,41.868180939,-87.709271389,NARCOTICS
10940479,41.796216156999996,-87.723245665,ROBBERY
10940480,41.934526731,-87.72585076,NARCOTICS
10940486,41.868180939,-87.709271389,NARCOTICS
10940488,41.762518238,-87.646767954,OTHER OFFENSE
10940495,41.784071906,-87.65461558700001,NARCOTICS
10940502,41.759727521,-87.59204305700001,INTERFERENCE WITH PUBLIC OFFICER
10940535,41.917375836,-87.74868345899999,WEAPONS VIOLATION
10940557,41.791474426,-87.66937429299999,NARCOTICS
10940566,41.772563485999996,-87.568319607,BATTERY
10940568,41.90271069,-87.721821512,PUBLIC PEACE VIOLATION
10940571,41.751928332,-87.64407726399999,ASSAULT
10940578,41.896669451,-87.628716155,BATTERY
10940581,41.769329199,-87.72252172600001,SEX OFFENSE
10940609,41.82524995,-87.631348961,CRIMINAL TRESPASS
10940612,41.909664252,-87.742728815,THEFT
10940642,41.88227454,-87.720833956,ASSAULT
10940647,41.859071146,-87.702946924,THEFT
10940660,41.778464121,-87.72030126899999,NARCOTICS
10940664,41.96137851,-87.65474101,BATTERY
10940669,41.703625963,-87.677906865,THEFT
10940671,41.883475491,-87.627876969,THEFT
10940672,41.840599314,-87.634161121,NARCOTICS
10940691,41.702228699,-87.67783683,THEFT
10940702,41.818073329,-87.69774728600001,SEX OFFENSE
10940716,41.862820065,-87.71817822700001,INTERFERENCE WITH PUBLIC OFFICER
10940743,41.858065917,-87.72002617,NARCOTICS
10940753,41.96137851,-87.65474101,THEFT
10940754,41.874028572,-87.748300262,ASSAULT
10940755,41.985534486999995,-87.660126814,CRIMINAL TRESPASS
10940768,41.772031375,-87.618647916,BATTERY
10940770,41.73271665,-87.554082971,BATTERY
10940797,41.975626831,-87.791068361,ASSAULT
10940827,41.758214815,-87.62411933799999,THEFT
10940833,41.942245163,-87.765312905,BURGLARY
10940834,41.899831808,-87.71767987,NARCOTICS
10940862,41.873786748,-87.697140533,NARCOTICS
10940865,41.856917106,-87.66464896,ASSAULT
10940874,41.771153826,-87.667629981,BATTERY
10940877,41.996364655,-87.686168723,PUBLIC PEACE VIOLATION
10940879,41.756616819,-87.56632466100001,THEFT
10940880,41.751128044,-87.61424762200001,OTHER OFFENSE
10940881,41.910004826,-87.715660725,OTHER OFFENSE
10940885,41.864665597,-87.715370416,CRIMINAL TRESPASS
10940897,41.838048222,-87.712173381,ASSAULT
10940903,41.673568531,-87.624932195,CRIMINAL TRESPASS
10940904,41.671903369,-87.641710641,OTHER OFFENSE
10940911,41.785714006999996,-87.61506395100001,OFFENSE INVOLVING CHILDREN
10940922,41.873635420999996,-87.71008118700001,CRIMINAL TRESPASS
10940927,41.697126147,-87.624527265,NARCOTICS
10940928,41.691638449,-87.626465785,NARCOTICS
10940931,41.781389958000005,-87.61565484399999,OTHER OFFENSE
10940940,41.91058325,-87.726353375,THEFT
10940941,41.686604656,-87.614410099,WEAPONS VIOLATION
10940942,41.737750767,-87.604855911,THEFT
10940945,41.729170867,-87.551235346,THEFT
10940964,41.737750767,-87.604855911,CRIMINAL TRESPASS
10940965,41.973690168000005,-87.654937629,CRIMINAL TRESPASS
10940968,41.689793179,-87.62897197,ASSAULT
10940972,41.886179873,-87.624523664,PUBLIC PEACE VIOLATION
10940974,41.873635420999996,-87.71008118700001,NARCOTICS
10940976,41.911610081999996,-87.634723998,BATTERY
10940979,41.947730804,-87.66161279299999,CRIMINAL TRESPASS
10940982,41.856790413,-87.70842407100001,BATTERY
10940983,41.695481037,-87.62077391700001,BATTERY
10940990,41.763346678000005,-87.57930439399999,CRIMINAL TRESPASS
10940993,41.682549627,-87.62208441,OTHER OFFENSE
10940999,41.856790413,-87.70842407100001,CRIMINAL DAMAGE
10941009,41.806069242,-87.668548735,ASSAULT
10941020,41.906365154,-87.646433821,BATTERY
10941022,41.711332919,-87.535281869,BATTERY
10941024,41.903478069,-87.631433102,THEFT
10941028,41.747872921,-87.6585223,NARCOTICS
10941039,41.752891032,-87.55221182,WEAPONS VIOLATION
10941040,41.773296593000005,-87.66282004,NARCOTICS
10941042,41.765076643,-87.65242223799999,NARCOTICS
10941053,41.664284497,-87.62941108700001,BATTERY
10941055,41.773296593000005,-87.66282004,NARCOTICS
10941057,41.878034263,-87.721271021,MOTOR VEHICLE THEFT
10941058,41.700440002,-87.53045111799999,CRIMINAL DAMAGE
10941061,41.896331896,-87.723663785,OTHER OFFENSE
10941082,41.862405805,-87.714624919,BATTERY
10941102,41.896685065999996,-87.627683859,CRIMINAL TRESPASS
10941113,41.868180939,-87.709271389,NARCOTICS
10941115,41.868180939,-87.709271389,NARCOTICS
10941163,41.782608033,-87.63835534200001,THEFT
10941219,41.976762981,-87.900983721,CRIMINAL TRESPASS
10941221,41.883605188000004,-87.755182928,BATTERY
10941240,41.976762981,-87.900983721,CRIMINAL TRESPASS
10941241,41.738582409,-87.561167865,NARCOTICS
10941246,41.725378974,-87.58261683399999,CRIMINAL DAMAGE
10941248,41.898077451,-87.71396115299999,NARCOTICS
10941255,41.880081540999996,-87.753543888,NARCOTICS
10941261,41.878560968,-87.748082667,NARCOTICS
10941278,41.938568747,-87.767150178,CRIMINAL TRESPASS
10941292,41.851957225999996,-87.691407043,CRIMINAL TRESPASS
10941297,41.687128541,-87.66482849399999,WEAPONS VIOLATION
10941298,41.750490827,-87.65430247399999,THEFT
10941321,41.880362084,-87.75584743799999,NARCOTICS
10941327,41.752496812,-87.60890372200001,CRIMINAL DAMAGE
10941329,41.898077451,-87.71396115299999,NARCOTICS
10941342,41.868180939,-87.709271389,NARCOTICS
10941348,41.953900467,-87.90747260100001,NARCOTICS
10941374,41.777069754,-87.648357886,NARCOTICS
10941389,41.851957225999996,-87.691407043,BATTERY
10941390,41.86347548,-87.710455202,NARCOTICS
10941396,41.763704487,-87.683215492,NARCOTICS
10941399,41.881011994,-87.702547708,NARCOTICS
10941409,41.963654152,-87.65115396200001,BATTERY
10941411,41.695908161,-87.595822806,THEFT
10941412,41.710336208,-87.615065001,PUBLIC PEACE VIOLATION
10941418,41.784474999000004,-87.64855040200001,NARCOTICS
10941422,41.780328363,-87.717896689,ASSAULT
10941425,41.744544438,-87.559744289,NARCOTICS
10941444,41.794909863,-87.67311241,OTHER OFFENSE
10941466,41.78408837,-87.65461541399999,CRIMINAL TRESPASS
10941485,41.758067448,-87.635006371,NARCOTICS
10941502,41.879876814,-87.627718261,BATTERY
10941513,41.695184879,-87.662767838,NARCOTICS
10941515,41.945622155,-87.69410738200001,NARCOTICS
10941520,41.756092955999996,-87.64478769799999,CRIMINAL TRESPASS
10941534,41.652577117,-87.61083673600001,WEAPONS VIOLATION
10941540,41.873635521,-87.710099544,CRIMINAL TRESPASS
10941555,41.772253158000005,-87.65990182700001,NARCOTICS
10941598,41.699804029,-87.628895694,INTERFERENCE WITH PUBLIC OFFICER
10941604,41.894993403,-87.622148996,CRIMINAL TRESPASS
10941607,41.707519433,-87.601839023,PUBLIC PEACE VIOLATION
10941610,41.897029638,-87.73527872700001,WEAPONS VIOLATION
10941611,41.822455269,-87.616961139,THEFT
10941633,41.691413679,-87.66882624600001,CRIMINAL DAMAGE
10941639,41.906659286,-87.63694908,NARCOTICS
10941657,41.754592961,-87.74152853700001,THEFT
10941658,41.865727523000004,-87.721502227,OTHER OFFENSE
10941661,41.987362911999995,-87.70229340200001,MOTOR VEHICLE THEFT
10941663,41.731897241,-87.602276913,OTHER OFFENSE
10941664,41.945238279,-87.712670479,THEFT
10941668,41.880267206999996,-87.632315103,BATTERY
10941681,41.772972076,-87.644610871,CRIMINAL TRESPASS
10941685,41.706946017,-87.61010015299999,WEAPONS VIOLATION
10941695,41.75089655,-87.62781330700001,THEFT
10941696,41.847489927,-87.712438066,WEAPONS VIOLATION
10941701,41.791220341,-87.68884875799999,MOTOR VEHICLE THEFT
10941703,41.742710224,-87.63408818100001,THEFT
10941705,41.878278472,-87.623961046,NARCOTICS
10941707,41.875779289,-87.73285885799999,NARCOTICS
10941739,41.888896302,-87.719786448,ASSAULT
10941742,41.868541914,-87.639235361,BATTERY
10941744,41.772784101999996,-87.68590628,NARCOTICS
10941752,41.799545321,-87.61772247399999,BATTERY
10941773,41.794770165,-87.61814598299999,THEFT
10941796,41.876581037,-87.74513751299999,CRIMINAL TRESPASS
10941806,41.702788818,-87.620715211,BATTERY
10941813,41.851480155,-87.714994492,PUBLIC PEACE VIOLATION
10941815,41.670633685,-87.632354229,ASSAULT
10941828,41.894366398,-87.71993978100001,NARCOTICS
10941831,41.910830714,-87.698032956,ASSAULT
10941834,41.93883656,-87.746164577,BATTERY
10941857,41.692041778000004,-87.665923635,BATTERY
10941860,41.779876323,-87.728896458,NARCOTICS
10941875,41.880075611,-87.639628321,CRIMINAL TRESPASS
10941883,41.700502156,-87.642634662,CRIMINAL TRESPASS
10941888,41.94219754,-87.688249516,THEFT
10941899,41.882012848,-87.62833005,BATTERY
10941910,41.867127946,-87.72114743899999,NARCOTICS
10941929,41.760721118,-87.667349302,OTHER OFFENSE
10941932,41.902158758,-87.764470816,NARCOTICS
10941933,41.784165226999995,-87.65461827,BATTERY
10941946,41.825740935,-87.665362386,NARCOTICS
10941948,41.963070794000004,-87.655984213,THEFT
10941952,41.65824289,-87.615885669,CRIMINAL TRESPASS
10941955,41.873072146,-87.737877701,NARCOTICS
10941956,41.73665603,-87.54582089700001,CRIMINAL DAMAGE
10941959,41.896471974,-87.66358636700001,BURGLARY
10941960,41.840177568,-87.714677618,CRIMINAL DAMAGE
10941961,41.783891154,-87.61539962299999,BURGLARY
10941962,41.874133594,-87.670164416,BURGLARY
10941969,41.808599694,-87.66527639,OTHER OFFENSE
10941973,41.972565366,-87.706149985,OTHER OFFENSE
10941976,41.877644359,-87.77227086799999,WEAPONS VIOLATION
10941978,41.739265865,-87.604893749,THEFT
10941980,41.906187671,-87.72648318,ASSAULT
10941988,41.790086601999995,-87.653554734,OTHER OFFENSE
10941998,41.797163204,-87.70396473,NARCOTICS
10941999,41.764216705,-87.668658384,BATTERY
10942000,41.89082387,-87.75055633,CRIMINAL DAMAGE
10942001,41.69410476,-87.61219559999999,BATTERY
10942010,41.751605745,-87.6586188,BATTERY
10942017,41.86532715,-87.728811831,OTHER OFFENSE
10942018,41.908966546,-87.72163322899999,BATTERY
10942021,41.909509901,-87.754996996,CRIMINAL TRESPASS
10942025,41.874850606,-87.735272577,CRIMINAL TRESPASS
10942043,41.865600494,-87.723933816,NARCOTICS
10942045,41.808419115,-87.684036389,OTHER OFFENSE
10942048,41.761109411999996,-87.644308897,PROSTITUTION
10942051,41.759402215,-87.64426851700001,PROSTITUTION
10942052,41.761069033000005,-87.646732088,PROSTITUTION
10942057,41.840177568,-87.714677618,ASSAULT
10942060,41.759402215,-87.64426851700001,PROSTITUTION
10942064,41.89082387,-87.75055633,BATTERY
10942065,41.812196253,-87.751841846,OTHER OFFENSE
10942066,41.90670989,-87.765819044,NARCOTICS
10942067,41.771203082,-87.68342205299999,NARCOTICS
10942068,41.709320072,-87.566945747,THEFT
10942074,41.933589507,-87.773618407,NARCOTICS
10942088,41.705751153,-87.536493489,ASSAULT
10942089,41.724754855,-87.597284319,WEAPONS VIOLATION
10942090,41.767245969,-87.57632989,ASSAULT
10942091,41.819103901999995,-87.616862755,BATTERY
10942096,41.751151908000004,-87.54509036600001,OFFENSE INVOLVING CHILDREN
10942102,41.791339919,-87.66087553,CRIMINAL DAMAGE
10942103,41.86007723,-87.722558261,CRIMINAL DAMAGE
10942104,41.896768923,-87.697973998,CRIMINAL DAMAGE
10942126,41.961507817,-87.675064775,CRIMINAL TRESPASS
10942130,41.894057206,-87.75556615200001,WEAPONS VIOLATION
10942131,41.766211951,-87.63717239100001,ASSAULT
10942142,41.852680714,-87.71117292299999,ROBBERY
10942150,41.910093945999996,-87.76423872,OTHER OFFENSE
10942161,41.925174426,-87.666508943,BURGLARY
10942168,41.743428895,-87.56732442299999,OTHER OFFENSE
10942184,41.852203349,-87.63618199999999,OTHER OFFENSE
10942185,41.747843139000004,-87.64517268600001,WEAPONS VIOLATION
10942186,41.742308042,-87.647496282,WEAPONS VIOLATION
10942229,41.876532280999996,-87.626047627,CRIMINAL DAMAGE
10942232,41.87863604,-87.703650646,ASSAULT
10942253,41.976762981,-87.900983721,CRIMINAL TRESPASS
10942265,41.85840901,-87.72003757600001,BATTERY
10942266,41.855725091,-87.72726880299999,CRIMINAL TRESPASS
10942315,41.922262124,-87.75768183299999,CRIMINAL TRESPASS
10942330,41.780328363,-87.717896689,BATTERY
10942380,41.896389901,-87.717562334,NARCOTICS
10942383,41.780328363,-87.717896689,NARCOTICS
10942384,41.744487237,-87.643863706,NARCOTICS
10942394,41.896200053,-87.71389848700001,NARCOTICS
10942411,41.974050288,-87.72819298200001,BATTERY
10942415,41.750940756999995,-87.62518522200001,NARCOTICS
10942451,41.941459185,-87.75518988200001,ASSAULT
10942467,41.845825315,-87.705080864,BATTERY
10942472,41.908952071,-87.632210752,ASSAULT
10942481,41.910248927,-87.77399869899999,BATTERY
10942484,41.886136329,-87.66816368399999,OTHER OFFENSE
10942488,41.707205201,-87.620838567,DECEPTIVE PRACTICE
10942518,41.85008373,-87.671726875,LIQUOR LAW VIOLATION
10942523,41.898475258000005,-87.641824107,CRIMINAL TRESPASS
10942530,41.798741929,-87.62580711,ASSAULT
10942543,41.884074412,-87.721797276,OTHER OFFENSE
10942553,41.751164599,-87.612198632,NARCOTICS
10942558,41.970842909,-87.77827513700001,CRIMINAL DAMAGE
10942570,41.735931109,-87.65364248200001,CRIMINAL TRESPASS
10942574,41.775144517,-87.683532573,BATTERY
10942581,41.722399569000004,-87.668298292,ASSAULT
10942583,41.894947906,-87.754786805,INTERFERENCE WITH PUBLIC OFFICER
10942584,41.721121361,-87.66935909700001,CRIMINAL TRESPASS
10942593,41.989243623,-87.665119726,SEX OFFENSE
10942603,41.875254895,-87.627618559,CRIMINAL TRESPASS
10942607,41.990615196,-87.68318857700001,ASSAULT
10942608,41.776896199,-87.670228592,NARCOTICS
10942617,41.752886832,-87.566251796,NARCOTICS
10942619,41.902160756,-87.76432019100001,NARCOTICS
10942639,41.852004263000005,-87.688536253,CRIMINAL TRESPASS
10942647,41.885124736,-87.725797501,NARCOTICS
10997566,41.741776971,-87.563650555,NARCOTICS
10942673,41.979006297,-87.906463155,CRIMINAL TRESPASS
10942677,41.918711651,-87.76551063,NARCOTICS
10942681,41.736395292,-87.545816754,NARCOTICS
10942696,41.770612086,-87.702948621,SEX OFFENSE
10942698,41.85199252,-87.68888873799999,ASSAULT
10942704,41.878460829,-87.755949012,NARCOTICS
10942720,41.717660225,-87.569857502,PUBLIC PEACE VIOLATION
10942728,41.858362728,-87.713970102,NARCOTICS
10942733,41.699403321,-87.60554885200001,CRIMINAL DAMAGE
10942735,41.722362598000004,-87.58382047,THEFT
10942737,41.788786066,-87.622315729,NARCOTICS
10942748,41.963070794000004,-87.655984213,THEFT
10942751,41.742445393000004,-87.653522487,OTHER OFFENSE
10942774,41.68991324,-87.618195604,ASSAULT
10942780,41.678519693,-87.662497935,THEFT
10942785,41.946542477,-87.73608437600001,BATTERY
10942787,41.876297289,-87.670377047,NARCOTICS
10942789,41.749956049,-87.561354065,ASSAULT
10942797,41.881805637,-87.746121485,BATTERY
10942810,41.744775654,-87.628081862,BATTERY
10942820,41.67338769,-87.63574674200001,NARCOTICS
10942821,41.750366478000004,-87.66303673,NARCOTICS
10942830,41.785007343000004,-87.62545213700001,WEAPONS VIOLATION
10942835,41.866996231,-87.62741936,BATTERY
10942839,41.751565064,-87.57925172799999,WEAPONS VIOLATION
10942840,41.767836986999995,-87.59035513799999,BATTERY
10942842,41.870926413,-87.708991346,WEAPONS VIOLATION
10942845,41.784275014,-87.654620779,OTHER OFFENSE
10942871,41.77530316,-87.64710087899999,OTHER OFFENSE
10942874,41.90378545,-87.689510606,THEFT
10942876,41.772972076,-87.644610871,CRIMINAL DAMAGE
10942878,41.791573181,-87.654807821,WEAPONS VIOLATION
10942884,41.880362084,-87.75584743799999,THEFT
10942885,41.852680714,-87.71117292299999,ROBBERY
10942905,41.779310448000004,-87.67439434100001,CRIMINAL TRESPASS
10942906,41.883500186999996,-87.627876698,THEFT
10942910,41.860132113,-87.722557739,NARCOTICS
10942927,41.783868684,-87.616635514,NARCOTICS
10942939,41.868447451,-87.642228591,CRIMINAL TRESPASS
10942941,41.883500186999996,-87.627876698,SEX OFFENSE
10942960,41.728261053000004,-87.550216961,OTHER OFFENSE
10942965,41.751328369,-87.601209921,ROBBERY
10942968,41.795190552,-87.58800765299999,THEFT
10942986,41.783879816,-87.703277001,CRIMINAL DAMAGE
10943000,41.884500435999996,-87.741300723,BATTERY
10943008,41.772540956,-87.574024077,ARSON
10943009,41.867099694000004,-87.723574471,GAMBLING
10943012,41.938936072,-87.73883845200001,BATTERY
10943016,41.749880266,-87.663426578,NARCOTICS
10943020,41.704268998,-87.641536012,NARCOTICS
10943022,41.976454319,-87.901364605,OTHER OFFENSE
10943023,41.895231929,-87.75071459799999,NARCOTICS
10943024,41.795135829,-87.660971539,WEAPONS VIOLATION
10943036,41.688390644,-87.703147858,MOTOR VEHICLE THEFT
10943048,41.930946496,-87.788962647,THEFT
10943067,41.915681443000004,-87.696353536,INTERFERENCE WITH PUBLIC OFFICER
10943075,41.863753331999995,-87.723881605,NARCOTICS
10943089,41.766592303,-87.6766029,OTHER OFFENSE
10943090,41.768894634,-87.641054731,OTHER OFFENSE
10943111,41.736148121,-87.62907024299999,THEFT
10943115,41.689841152,-87.642298382,OTHER OFFENSE
10943117,41.893705166,-87.708259024,NARCOTICS
10943121,41.773145953000004,-87.60516307399999,BATTERY
10943122,41.77374242,-87.64264864399999,OTHER OFFENSE
10943123,41.89622626,-87.71877600200001,NARCOTICS
10943124,42.020625601999996,-87.666443648,BATTERY
10943136,41.867234401,-87.641301791,THEFT
10943166,41.875657568,-87.73530177200001,ASSAULT
10943170,41.742657193,-87.56518635100001,DECEPTIVE PRACTICE
10943174,41.802685798,-87.66480968100001,NARCOTICS
10943176,41.880399914,-87.75300855299999,NARCOTICS
10943180,41.786221396,-87.70490777100001,OTHER OFFENSE
10943183,41.832754486999995,-87.64615364299999,NARCOTICS
10943184,41.764402793,-87.701143671,BATTERY
10943187,41.800863342,-87.66476627600001,LIQUOR LAW VIOLATION
10943188,41.678438756999995,-87.65898459799999,WEAPONS VIOLATION
10943189,42.012211619,-87.69338218600001,BATTERY
10943191,41.995110343,-87.675509533,NARCOTICS
10943193,41.882560426,-87.728172025,OTHER OFFENSE
10943201,41.824675709,-87.617013434,THEFT
10943207,41.784265172,-87.659475481,NARCOTICS
10943209,41.748890843000005,-87.56497645200001,OTHER OFFENSE
10943210,41.867093995,-87.724051801,OTHER OFFENSE
10943219,41.681165626,-87.626393715,OTHER OFFENSE
10943223,41.876130739000004,-87.729231434,ASSAULT
10943234,41.763608049,-87.63003461,OTHER OFFENSE
10943236,41.798283438,-87.70859305399999,CRIMINAL DAMAGE
10943239,41.944137947,-87.654034328,OTHER OFFENSE
10943245,41.807971156,-87.660089078,WEAPONS VIOLATION
10943247,41.794172544,-87.70357593,WEAPONS VIOLATION
10943250,41.865468397,-87.773456688,NARCOTICS
10943251,41.859930986,-87.70913869600001,PUBLIC PEACE VIOLATION
10943258,41.744871806,-87.60869263,CRIMINAL TRESPASS
10943276,41.794455211999995,-87.702076945,CRIMINAL TRESPASS
10943280,41.868811567,-87.625861055,BATTERY
10943282,41.889203826,-87.631640804,BATTERY
10943285,41.785713279,-87.66922107,BATTERY
10943290,41.654371395,-87.60380193299999,BATTERY
10943296,42.001678654,-87.673374241,NARCOTICS
10943301,41.736817351,-87.554187285,OTHER OFFENSE
10943309,41.860156043,-87.709143849,WEAPONS VIOLATION
10943313,41.813419854,-87.67117258399999,NARCOTICS
10943316,41.923005158,-87.64535143100001,BATTERY
10943321,41.893255946,-87.62921645200001,DECEPTIVE PRACTICE
10943327,41.940928208,-87.72622004600001,CONCEALED CARRY LICENSE VIOLATION
10943331,41.968564134,-87.69466866200001,BATTERY
10943337,41.904402735,-87.74846754299999,BATTERY
10943341,41.877595219,-87.682352542,BATTERY
10943344,41.795505457,-87.69448274700001,OTHER OFFENSE
10943349,41.72616995,-87.651851444,BATTERY
10943357,41.953962409,-87.654529255,ROBBERY
10943396,41.939444419000004,-87.68959676799999,ASSAULT
10943404,41.823634043,-87.697894081,BATTERY
10943423,41.707743029,-87.64285746799999,NARCOTICS
10943425,41.773691578000005,-87.59605053799999,INTERFERENCE WITH PUBLIC OFFICER
10943428,41.869978971,-87.72939216200001,BATTERY
10943460,41.80124659,-87.673142723,DECEPTIVE PRACTICE
10943462,41.750353574,-87.62297820799999,THEFT
10943478,41.901363694000004,-87.72138622,NARCOTICS
10943496,41.974861952,-87.89037215100001,CRIMINAL TRESPASS
10943530,41.908567384,-87.76463802,OTHER OFFENSE
10943543,41.771531518,-87.70296528,THEFT
10943561,41.824675709,-87.617013434,THEFT
10943563,41.75339853,-87.64532591,BATTERY
10943624,41.896543094,-87.637698101,CRIMINAL DAMAGE
10943629,41.903409445,-87.63143018,THEFT
10943630,41.778099133000005,-87.633828531,NARCOTICS
10943634,41.750490827,-87.65430247399999,THEFT
10943642,41.939756083,-87.66442740000001,ROBBERY
10943643,41.918239111,-87.691433962,BATTERY
10943646,41.927009004,-87.77703836200001,OTHER OFFENSE
10943656,41.779582501,-87.64086279600001,NARCOTICS
10943663,41.949484528,-87.64955525399999,DECEPTIVE PRACTICE
10943670,41.845996391999996,-87.692828256,BATTERY
10943677,41.883500186999996,-87.627876698,THEFT
10943678,41.867382244,-87.62995202299999,INTERFERENCE WITH PUBLIC OFFICER
10943686,41.824675709,-87.617013434,THEFT
10943689,41.695908161,-87.595822806,THEFT
10943694,41.70407777,-87.525971128,PUBLIC PEACE VIOLATION
10943695,41.886814523000005,-87.721536105,NARCOTICS
10943702,41.931733991,-87.76626246100001,THEFT
10943726,41.968747291999996,-87.679913988,BATTERY
10943735,41.910806531999995,-87.727582001,INTERFERENCE WITH PUBLIC OFFICER
10943737,41.914453922,-87.71020226,OTHER OFFENSE
10943739,41.755352491,-87.63441642299999,BATTERY
10943751,41.876196845,-87.724082848,NARCOTICS
10943752,41.809014313,-87.606554341,WEAPONS VIOLATION
10943753,41.880803346,-87.71975371,INTERFERENCE WITH PUBLIC OFFICER
10943758,41.891014442,-87.686700694,ASSAULT
10943767,41.793234801,-87.69378653700001,CRIMINAL DAMAGE
10943771,41.881487914000004,-87.627755618,ROBBERY
10943773,41.876651553,-87.6887402,WEAPONS VIOLATION
10943775,41.865015285,-87.71050633899999,NARCOTICS
10943788,41.939300539,-87.711794487,THEFT
10943794,41.918711651,-87.76551063,CRIMINAL TRESPASS
10943795,41.883121009,-87.746293055,NARCOTICS
10943806,41.883500186999996,-87.627876698,THEFT
10943814,41.750697624000004,-87.625810894,NARCOTICS
10943818,41.754592961,-87.74152853700001,THEFT
10943827,41.870028733000005,-87.73893029999999,PROSTITUTION
10943829,41.86866942,-87.74301085,PROSTITUTION
10943830,41.754592961,-87.74152853700001,THEFT
10943831,41.896714548,-87.625340136,THEFT
10943836,41.879937206,-87.62772126799999,THEFT
10943842,41.738819886,-87.649775783,GAMBLING
10943843,41.851757901,-87.70599181899999,LIQUOR LAW VIOLATION
10943852,41.75177145,-87.563201339,BATTERY
10943855,41.854578867,-87.708988854,WEAPONS VIOLATION
10943859,41.751296316,-87.60436928600001,OTHER OFFENSE
10943861,41.741488548,-87.64675384600001,NARCOTICS
